player,year,age,team,league,war,wins,losses,win_loss_percentage,earned_run_average,games,games_started,games_finished,complete_games,shoutouts,saves,innings_pitched,hits,runs,earned_runs,home_runs,walks,intentional_walks,strikeouts,hit_by_pitch,balks,wild_pitches,batters_faced,era_plus,fip,whip,hits_per9,home_runs_per9,walks_per9,strikeouts_per9,strikeout_walk_ratio
Garrett Hampson,2024,29,KCR,AL,0.0,0,0,,0.0,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,4,,6.17,0.0,0.0,0.0,0.0,0.0,
Tyler Heineman,2024,33,TOR,AL,0.0,0,0,,0.0,1,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,4,,3.17,1.0,9.0,0.0,0.0,0.0,
Aaron Hicks,2024,34,LAA,AL,-0.1,0,0,,18.0,1,0,1,0,0,0,1.0,2,2,2,1,1,0,0,0,0,0,6,32.0,19.17,3.0,18.0,9.0,9.0,0.0,0.0
Grae Kessinger,2024,26,HOU,AL,0.0,0,0,,0.0,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,,3.17,0.0,0.0,0.0,0.0,0.0,
Adam Kloffenstein,2024,23,STL,NL,0.1,0,0,,0.0,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,,3.17,0.0,0.0,0.0,0.0,0.0,
Matt Krook*,2024,29,BAL,AL,-0.1,0,0,,18.0,1,0,0,0,0,0,1.0,1,3,2,1,1,0,2,0,0,0,6,30.0,15.17,2.0,9.0,9.0,9.0,18.0,2.0
Nick Loftin,2024,25,KCR,AL,0.0,0,0,,0.0,1,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,3,,3.17,1.0,9.0,0.0,0.0,0.0,
James McCann,2024,34,BAL,AL,-0.1,0,0,,18.0,1,0,1,0,0,0,1.0,2,2,2,1,0,0,0,0,0,0,5,30.0,16.17,2.0,18.0,9.0,0.0,0.0,
James Meeker,2024,29,MIL,NL,0.0,0,0,,0.0,1,0,1,0,0,0,1.0,1,0,0,0,1,0,0,0,0,0,4,,6.17,2.0,9.0,0.0,9.0,0.0,0.0
Danny Mendick,2024,30,CHW,AL,0.0,0,0,,0.0,1,0,1,0,0,0,1.0,2,0,0,0,0,0,0,0,0,0,4,,3.17,2.0,18.0,0.0,0.0,0.0,
Anthony Misiewicz*,2024,29,NYY,AL,0.1,0,0,,0.0,1,0,0,0,0,0,1.0,2,0,0,0,1,0,1,0,0,0,6,,4.17,3.0,18.0,0.0,9.0,9.0,1.0
Nick Pratto*,2024,25,KCR,AL,0.0,0,0,,0.0,1,0,1,0,0,0,1.0,1,0,0,0,0,0,1,0,0,1,4,,1.17,1.0,9.0,0.0,0.0,9.0,
Pablo Reyes,2024,30,BOS,AL,0.0,0,0,,0.0,1,0,1,0,0,0,1.0,1,0,0,0,1,0,0,0,0,0,5,,6.17,2.0,9.0,0.0,9.0,0.0,0.0
Miguel Rojas,2024,35,LAD,NL,0.0,0,0,,0.0,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,4,,3.17,1.0,9.0,0.0,0.0,0.0,
Andrew Saalfrank*,2024,26,ARI,NL,-0.3,0,0,,36.0,2,0,1,0,0,0,1.0,2,4,4,0,4,1,0,0,0,1,8,16.0,15.17,6.0,18.0,0.0,36.0,0.0,0.0
Chasen Shreve*,2024,33,COL,NL,0.1,0,0,,0.0,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,4,,3.17,1.0,9.0,0.0,0.0,0.0,
Pavin Smith*,2024,28,ARI,NL,0.0,0,0,,0.0,1,0,1,0,0,0,1.0,0,0,0,0,1,0,0,1,0,0,5,,9.17,1.0,0.0,0.0,9.0,0.0,0.0
Michael Stefanic,2024,28,LAA,AL,0.0,0,0,,0.0,1,0,1,0,0,0,1.0,1,0,0,0,0,0,0,1,0,0,5,,6.17,1.0,9.0,0.0,0.0,0.0,
Cole Tucker,2024,27,LAA,AL,0.0,0,0,,0.0,1,0,1,0,0,0,1.0,1,0,0,0,1,0,0,0,0,0,4,,6.17,2.0,9.0,0.0,9.0,0.0,0.0
Donovan Walton,2024,30,SFG,NL,0.0,0,0,,0.0,1,0,1,0,0,0,1.0,2,0,0,0,0,0,0,0,0,0,5,,3.17,2.0,18.0,0.0,0.0,0.0,
Amos Willingham,2024,25,WSN,NL,-0.1,0,0,,18.0,1,0,1,0,0,0,1.0,2,2,2,1,0,0,1,0,0,0,5,31.0,14.17,2.0,18.0,9.0,0.0,9.0,
Weston Wilson,2024,29,PHI,NL,0.0,0,0,,0.0,1,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,4,,3.17,1.0,9.0,0.0,0.0,0.0,
Mike Yastrzemski*,2024,33,SFG,NL,-0.1,0,0,,18.0,1,0,1,0,0,0,1.0,2,2,2,0,3,0,0,0,0,0,8,30.0,12.17,5.0,18.0,0.0,27.0,0.0,0.0
Evan Kravetz*,2024,27,CIN,NL,0.0,0,0,,0.0,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,2,,3.17,0.0,0.0,0.0,0.0,0.0,
Matt Mervis,2024,26,CHC,NL,-0.2,0,0,,81.0,1,0,0,0,0,0,0.2,7,6,6,0,0,0,0,0,0,0,9,8.0,3.17,10.5,94.5,0.0,0.0,0.0,
Luis Ortiz,2024,28,PHI,NL,-0.1,0,0,,27.0,1,0,0,0,0,0,0.2,3,2,2,0,0,0,0,0,0,0,4,24.0,3.17,4.5,40.5,0.0,0.0,0.0,
Lyon Richardson,2024,24,CIN,NL,-0.1,0,0,,27.0,1,0,0,0,0,0,0.2,2,2,2,1,1,0,1,0,0,0,5,25.0,24.17,4.5,27.0,13.5,13.5,13.5,1.0
Clayton Andrews*,2024,27,NYY,AL,-0.1,0,0,,27.0,1,0,0,0,0,0,0.1,1,1,1,1,0,0,1,1,0,0,3,32.0,45.17,3.0,27.0,27.0,0.0,27.0,
Oswaldo Cabrera,2024,25,NYY,AL,0.0,0,0,,0.0,1,0,1,0,0,0,0.1,0,0,0,0,2,0,0,0,0,0,3,,21.17,6.0,0.0,0.0,54.0,0.0,0.0
Blair Henley,2024,27,HOU,AL,-0.3,0,0,,135.0,1,1,0,0,0,0,0.1,4,5,5,0,3,0,0,1,0,0,9,6.0,39.17,21.0,108.0,0.0,81.0,0.0,0.0
Evan Justice*,2024,25,COL,NL,0.0,0,0,,0.0,1,0,1,0,0,0,0.1,0,0,0,0,1,0,1,0,0,0,2,,6.17,3.0,0.0,0.0,27.0,27.0,1.0
Matt Koch,2024,33,COL,NL,-0.5,0,0,,81.0,2,0,1,0,0,1,0.1,3,4,3,1,1,0,0,0,0,0,5,11.0,51.17,12.0,81.0,27.0,27.0,0.0,0.0
Jhonny Pereda,2024,28,MIA,NL,0.0,0,0,,0.0,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,,3.17,0.0,0.0,0.0,0.0,0.0,
Miguel Sanó,2024,31,LAA,AL,0.0,0,0,,0.0,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,,3.17,0.0,0.0,0.0,0.0,0.0,
Luis Torrens,2024,28,NYM,NL,0.0,0,0,,0.0,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,,3.17,0.0,0.0,0.0,0.0,0.0,
Patrick Wisdom,2024,32,CHC,NL,0.0,0,0,,0.0,1,0,1,0,0,0,0.1,1,0,0,0,1,0,0,0,0,0,3,,12.17,6.0,27.0,0.0,27.0,0.0,0.0
Carl Edwards Jr.,2024,32,SDP,NL,0.0,0,0,,,1,0,0,0,0,0,0.0,1,0,0,0,2,0,0,0,0,1,3,,,,,,,,0.0
Wander Suero,2024,32,HOU,AL,0.0,0,1,0.0,,1,0,1,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,
